,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Juspay Technologies India Pvt Ltd,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,,,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,AOP,,,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,Actuals,,,,,,,,,
,,,,2026-04-01 00:00:00,2026-05-31 00:00:00,2026-06-30 00:00:00,2026-07-31 00:00:00,2026-08-31 00:00:00,2026-09-30 00:00:00,2026-10-31 00:00:00,2026-11-30 00:00:00,2026-12-31 00:00:00,2027-01-31 00:00:00,2027-02-28 00:00:00,2027-03-31 00:00:00,,,2026-04-01 00:00:00,2026-05-31 00:00:00,2026-06-30 00:00:00,2026-07-31 00:00:00,2026-08-31 00:00:00,2026-09-30 00:00:00,2026-10-31 00:00:00,2026-11-30 00:00:00,2026-12-31 00:00:00,2027-01-31 00:00:00,2027-02-28 00:00:00,2027-03-31 00:00:00,FY27,,,2025-04-01 00:00:00,2025-05-31 00:00:00,2025-06-30 00:00:00,2025-07-31 00:00:00,2025-08-31 00:00:00,2025-09-30 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-12-31 00:00:00,2026-01-31 00:00:00,2026-02-28 00:00:00,2026-03-31 00:00:00,FY27,,,,,,,,,
,,,Bank Business - Gross Margin,0.19527720495026668,,,,,,,,,,,,,,0.153640388172043,0.153640388172043,0.153640388172043,8.330753397849463,0.14075339784946236,84.21282539784946,0.214901588172043,0.214901588172043,2.9938253978494624,0.8553253978494625,0.8553253978494625,0.8453253978494625,99.12485812580645,,,0.025548532209903,0.025080225764014998,0.025340562536362004,0.026422923114669997,0.19,0.189623181266667,0.189216752166667,0.189495483166667,0.189939889,0.19330480816666668,0.19344971016666665,0.19768326316666665,1.6351053307249508,,,,,,,,,
,,,% of Bank Business Revenue,0.9967710648033197,,,,,,,,,,,,,,0.85,0.85,0.85,0.9952214576037713,0.7787040217450663,0.9995252384734741,0.85,0.85,0.973973798233312,0.9144682693488927,0.9144682693488927,0.9037768030175043,0.9939118199194467,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
,,,Networks & Jusbiz - Gross Margin,0.34919064,,,,,,,,,,,,,,0.42315,0.8463,3.3852,4.40076,4.2315,3.004365,1.43871,3.3852,4.9085399999999995,1.481025,6.558825000000001,4.019925,38.083499999999994,,,0.373041656,1.375149079328,1.8372199873592001,0.373041656,1.0295684141696,1.8029256559999998,0.758590551,0.62304877,4.077835539,3.4587652,0.4557292,6.9557292,23.1206449088568,,,,,,,,,
,,,% of Networks & Jusbiz Revenue,0.7662239768704748,,,,,,,,,,,,,,0.93,0.93,0.93,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.93,0.93,0.9299999999999999,0.93,0.93,0.9299999999999999,0.9299999999999999,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
,,,Operating Cost,52.76866087866665,,,,,,,,,,,,,,53.14650938969183,53.36037613589701,56.48074822934315,60.962259552262026,62.0444720987949,61.65546859413125,63.206218046919474,63.34338060827167,63.43298533367252,69.67117840099883,70.92121657023722,70.79481196284857,749.0196249230684,,,33.56050803181367,35.996696459026666,36.709771228832324,43.21150588948183,42.76891684344666,43.10917250887866,44.796104263473325,44.5478027671,44.10156306733333,48.79150227873332,54.011033613278,53.273111920939094,524.8776888723369,,,,,,,,,
,,,% of Revenue,0.9501400631236769,,,,,,,,,,,,,,1.0007938805778425,0.9540447085698822,0.9114169795514611,0.7984197847196015,0.8793497995115693,0.38822323015961985,0.8224200259533898,0.8167926734503566,0.7107237723288179,0.8112132545415767,0.7932588639505993,0.7338005485877838,0.7549428055132317,,,0.6888097006470159,0.7087698424847194,0.7274668924952753,0.8128308546105311,0.7901467785172771,0.7347045183641165,0.8329936790526049,0.860188762389583,0.7305314206966346,0.8095338327260426,1.002108068580888,0.7898663920019168,0.7942023128237609,,,,,,,,,
,,,India,40.90686631966665,,,,,,,,,,,,,,42.460416976567515,42.61610743427884,45.64357651380065,48.09501932658439,48.43749599867206,47.45047267075976,47.07789265624528,46.98747930839748,47.00506596054968,50.19633980639303,51.31170508035573,51.227070354318435,568.5086420869228,,,27.45157168741338,30.034519859166668,30.054245575499994,35.53341043402483,34.64438805916666,35.29134331916666,37.20025605183332,36.7227103525,36.90897267,41.35832853199999,45.915901158766644,43.1978050236667,434.3134527232048,,,,,,,,,
,,,% of India Revenue,0.7667849305528073,,,,,,,,,,,,,,0.8331915174833296,0.8008887065202273,0.8092993411661755,0.7907724342568366,0.7655524642852143,0.6936335791982247,0.653822327713393,0.6664682368739834,0.6065425919349358,0.6377746310694427,0.6701839603457985,0.5951666370527647,0.6980575520546196,,,0.5715753777006155,0.6118188701514339,0.6224142268550684,0.6780372931843879,0.6594834730185072,0.6270232154237396,0.7099611259246225,0.7278559826397003,0.6639769751687316,0.7432966485408646,0.8802859001092255,0.7422091284723452,0.6910646493142147,,,,,,,,,
,,,Indirect Cloud Infrastructure,7.85055719,,,,,,,,,,,,,,10.76,10.76,13.844000000000001,13.751500000000002,13.294,12.177,11.811,11.403,11.603000000000002,11.603000000000002,11.603000000000002,11.603000000000002,144.21250000000003,,,2.9460786928,3.8297502819999996,4.339759011,5.535941768,5.648735123,6.17656421,6.506500848,7.0807703405,7.24547533,6.641464562,7.1421442761,7.588827842,70.6820122854,,,,,,,,,
,,,Payroll Cost,23.556309129666644,,,,,,,,,,,,,,22.85222497656752,22.57291543427884,22.51638451380065,24.26032732658439,24.06030399867207,23.860280670759753,23.67786732291195,23.495453975064148,23.313040627216346,26.504314473059694,26.419679747022393,26.335045020985095,289.8678380869228,,,18.67119419561338,19.00526030916667,19.483999773499995,21.720650749024827,21.17624503816666,21.21120047516666,21.259793323833325,21.286744,21.368390063,24.483354637999984,24.444768891666648,24.0206709306667,258.13227238780485,,,,,,,,,
,,,Salaries - Product and R&D,19.30188933833331,,,,,,,,,,,,,,19.597986775779283,19.342879931702367,19.18555170943594,20.971307200495964,20.813096550859925,20.65488590122389,20.496675251587853,20.338464601951813,20.180253952315777,23.00918019899051,22.948748171164976,22.88831614333944,250.42734638884772,,,15.684134958113379,16.002248671666667,16.418905811999995,18.548254990999993,17.916353881333325,18.224581104333325,17.931391665999993,17.946024,18.304863501,20.14535256233332,20.186871423999982,20.0580427416667,217.36702531344667,,,,,,,,,
,,,Salaries - Sales & Marketing,3.060296283333333,,,,,,,,,,,,,,2.0750266497882355,2.0508239515764703,2.0266212533647057,2.002418555152941,1.9782158569411765,1.954013158729412,1.9298104605176472,1.9056077623058827,1.8814050640941178,2.1440043396917647,2.11980164148,2.0955989432682354,24.163347636910586,,,1.7894008333333336,1.8346277333333336,1.8614842573333334,1.9724248978581667,1.8693277666666668,1.7908765666666668,1.8806316666666667,1.8922,1.819816,2.7691634323333325,3.077422275666666,2.780661738,25.338037167858165,,,,,,,,,
,,,Salaries - G&A,1.1941235080000001,,,,,,,,,,,,,,1.179211551,1.179211551,1.304211551,1.2866015709354839,1.2689915908709677,1.2513816108064517,1.2513816108064517,1.2513816108064517,1.2513816108064517,1.3511299343774195,1.3511299343774195,1.3511299343774195,15.277144061164519,,,1.1976584041666667,1.1683839041666666,1.2036097041666667,1.1999708601666668,1.3905633901666665,1.1957428041666667,1.4477699911666666,1.44852,1.243710562,1.5688386433333337,1.1804751920000003,1.181966451,15.4272099065,,,,,,,,,
,,,Other Expenses,9.5,,,,,,,,,,,,,,8.848192,9.283192,9.283192,10.083192,11.083192,11.413192,11.589025333333334,12.089025333333334,12.089025333333334,12.089025333333334,13.289025333333333,13.289025333333333,134.428304,,,5.834298799,7.199509268,6.230486791,8.276817916999999,7.819407897999999,7.903578634,9.43396188,8.355196012,8.295107277,10.233509332000002,14.328987991,11.588306250999999,105.49916805,,,,,,,,,
,,,Building/Office Rental & Maintenance Charges,3.41,,,,,,,,,,,,,,3.3,3.3,3.3,3.3,3.3,3.63,3.63,3.63,3.63,3.63,3.63,3.63,41.910000000000004,,,2.441748019,2.4707809130000005,2.468895179,2.757396582,2.6581487569999998,2.966082202,2.949227768,2.994386489,3.8236429669999996,3.5032226050000004,3.1144895320000003,3.28878161,35.436802623000005,,,,,,,,,
,,,Professional & Consultancy,3.56,,,,,,,,,,,,,,3,3,3,3,3.6,3.6,3.6,3.7,3.7,3.7,3.9,3.9,41.699999999999996,,,1.182571154,1.995356577,1.933006976,3.222877671,2.9461540389999996,2.2645964189999996,3.586360091999999,3.3902048400000004,2.2600915699999993,3.306059630000001,8.57264829,5.935577689,40.595504946999995,,,,,,,,,
,,,Other Expenses,2.53,,,,,,,,,,,,,,2.548192,2.983192,2.983192,3.783192,4.183192,4.183192,4.359025333333333,4.759025333333334,4.759025333333334,4.759025333333334,5.759025333333334,5.759025333333334,50.818304,,,2.209979626,2.733371778,1.8285846359999998,2.2965436639999997,2.215105102,2.6729000130000005,2.89837402,1.9706046829999997,2.2113727400000016,3.4242270970000006,2.6418501689999996,2.363946952,29.466860479999994,,,,,,,,,
,,,International,11.861794559,,,,,,,,,,,,,,10.686092413124314,10.744268701618171,10.837171715542496,12.86724022567763,13.60697610012284,14.204995923371488,16.128325390674192,16.35590129987419,16.42791937312284,19.474838594605806,19.609511489881484,19.567741608530135,180.5109828361456,,,6.10893634440029,5.962176599859999,6.655525653332331,7.678095455456998,8.124528784279999,7.8178291897120005,7.59584821164,7.8250924146,7.1925903973333325,7.433173746733329,8.095132454511361,10.075306897272391,90.56423614913203,,,,,,,,,
,,,% of International Revenue,5.418279639322604,,,,,,,,,,,,,,4.986096581775293,3.950586655026068,1.9451499825492884,0.8283627443286696,1.8675717269197472,0.1571246251276414,3.325543296714007,2.320264460027573,1.3975828346536825,2.7124837179240444,1.5270693287111685,1.8805909904448495,1.0155958687539088,,,8.795460209569006,3.5133089796173906,3.0587500087072206,10.163379607077097,5.093101010339632,3.268905610237484,5.505641360956179,5.8608815871441085,1.5042781480720144,1.6056602595438483,4.659873865158542,1.089921882828246,2.7937652016072256,,,,,,,,,
,,,Indirect Cloud Infrastructure,0.24452728,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.4,,,0.051061326847,0.06333061086,0.057825185998999995,0.10000863645699999,0.21936990728000003,0.124822548712,0.13039959224,0.10039121960000001,0.131476763,0.12005382500000002,0.12348666180000001,0.155454404,1.3776806817949998,,,,,,,,,
,,,Payroll Cost,7.377267278999999,,,,,,,,,,,,,,6.186092413124314,6.2442687016181715,6.337171715542496,6.567240225677629,6.806976100122839,6.904995923371487,7.12832539067419,7.355901299874189,7.427919373122839,8.374838594605809,8.509511489881486,8.467741608530133,86.31098283614558,,,4.562162236553291,4.744180525,5.075693153333332,5.530023603999998,5.402438986999998,5.223698188999999,5.8359331414,5.948386,5.398915456333333,5.678952991933329,5.140836512533328,6.0471132991999905,64.58833409628659,,,,,,,,,
,,,Salaries - Product and R&D,3.715159311999999,,,,,,,,,,,,,,3.584298105324314,3.642474393818172,3.621589453142496,3.85165796327763,3.977605883122839,3.961837751771488,4.0713792644741895,4.0713792644741895,4.029609383122838,4.6237859453458094,4.644670886021485,4.602901004670134,48.68318929856558,,,2.8447063553970553,2.8603512652062593,3.1406877133333317,3.6068498209999986,3.4355262739999985,3.4462849309999988,3.9261359728,3.95275,3.3479324433333324,3.468855474133328,3.599028585333328,3.63490694599999,41.26401578153662,,,,,,,,,
,,,Salaries - Sales & Marketing,3.662107967,,,,,,,,,,,,,,2.6017943078,2.6017943078,2.7155822624,2.7155822624,2.829370217,2.9431581716,3.0569461262,3.2845220353999998,3.39830999,3.75105264926,3.8648406038600003,3.8648406038600003,37.627793537580004,,,1.6895974360868484,1.850603685880109,1.886827136,1.871751672,1.9223572719999997,1.753318479,1.8827743605999998,1.965636,2.020983013,2.2100975178000004,1.5418079272,2.4122063532,23.007960852766956,,,,,,,,,
,,,Salaries - G&A,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.027858445069387155,0.03322557391363225,0.048178304000000005,0.051422111,0.044555441,0.024094779,0.027022808000000002,0.03,0.03,0,0,0,0.3163574619830194,,,,,,,,,
,,,Other Expenses,4.24,,,,,,,,,,,,,,4.3,4.3,4.3,6.1,6.6,7.1,8.8,8.8,8.8,10.9,10.9,10.9,91.8,,,1.495712781,1.154665464,1.522007314,2.048063215,2.50271989,2.4693084520000004,1.629515478,1.7763151950000005,1.6621981779999997,1.6341669298000001,2.830809280178034,3.8727391940724,24.598221371050435,,,,,,,,,
,,,Building/Office Rental & Maintenance Charges,0.26,,,,,,,,,,,,,,0.3,0.3,0.3,0.6,0.6,0.6,0.8,0.8,0.8,0.9,0.9,0.9,7.800000000000001,,,0.24680970500000002,0.292258095,0.188516548,0.346264372,0.306729109,0.30377180400000003,0.311735169,0.307793419,0.307857054,0.32800055400000006,0.23174155400000002,0.220790074,3.3922674569999995,,,,,,,,,
,,,Professional & Consultancy,0.5,,,,,,,,,,,,,,1,1,1,1.5,2,2.5,3,3,3,4,4,4,30,,,0.47834595,0.47017080499999997,0.492798364,0.287737827,1.044038761,0.085563735,0.04476657,0.214917594,0.042118633,0.16944548880000002,0.7333612750200001,0.8555820674208,4.9188470702408,,,,,,,,,
,,,Other Expenses,3.48,,,,,,,,,,,,,,3,3,3,4,4,4,5,5,5,6,6,6,54,,,0.7705571259999998,0.392236564,0.840692402,1.414061016,1.1519520200000002,2.079972913,1.273013739,1.2536041820000003,1.3122224909999998,1.136720887,1.8657064511580337,2.7963670526516,16.287106843809635,,,,,,,,,
,,,Ebitda,-7.23858673617667,,,,,,,,,,,,,,-9.878414475047448,-7.626222252065983,-5.650893282457233,3.1541452850893066,-4.199499353682332,82.3124604222875,-0.8454978940896893,-0.1610280587376991,9.401127098553525,-0.10845963642718459,1.0648653668939172,6.943126705876685,74.40570992619334,,,8.596948302574171,7.629827815394018,7.208596262712585,2.3478154527959347,2.5232950884486254,4.086566695058925,-2.5002782180908776,-3.7075614122712395,5.751011724899468,3.2418568814133346,-10.400744983398429,4.1195016661368005,26.29683527567333,,,,,,,,,
,,,% of Revenue,-0.13033628566491862,,,,,,,,,,,,,,-0.18601892899398167,-0.13635130620953093,-0.09118717879500564,0.04130968927318749,-0.05951906414530119,0.5182931862522258,-0.011001360649115262,-0.0020764054165386767,0.10533328173788156,-0.0012628449334686606,0.011910595052554403,0.07196671683174284,0.07499410366404421,,,0.17644731066527808,0.15023022640585318,0.1428506620158358,0.044163627295119356,0.0466173481242055,0.06964687190035336,-0.04649323832476332,-0.07159057157944278,0.0952640784957976,0.05378790780753892,-0.19297298662607829,0.061078765638964395,0.03979023654206983,,,,,,,,,
,,,Ebitda-India,2.794373672431952,,,,,,,,,,,,,,-0.9314582058870045,0.858571411253763,0.29052985026224576,1.3889966710669697,3.034684876925027,7.005786041313506,11.23280475690958,10.113302752059283,15.248117019287662,13.358656201422129,9.427602764298925,17.577929407039882,88.605523545952,,,14.177440897723411,12.069776861661378,11.885453050840194,9.48705281177292,9.273657960797152,9.723028670232338,3.9260415203622756,3.034938883662093,8.2941013482328,6.166547823979997,-3.910202797188454,5.110840866735465,86.63867789881158,,,,,,,,,
,,,% of Revenue India,0.052379559108985015,,,,,,,,,,,,,,-0.018277801569013964,0.0161352171376679,0.005151340766104322,0.02283771363716125,0.0479630591540636,0.10241095975273119,0.15600227917037865,0.14344661925572083,0.19675820531276608,0.16972974649758096,0.12313424680100396,0.20422399835045216,0.10879650771526585,,,0.2951917007964931,0.2458676641780174,0.24614409477945592,0.1810289395310158,0.17653145291893904,0.1727495789925133,0.07492789443006671,0.06015346912619494,0.14920741290149037,0.11082590842821091,-0.07496523648813229,0.08781262713191886,0.13785648863459785,,,,,,,,,
,,,Ebitda-International,-10.032960408608622,,,,,,,,,,,,,,-8.946956269160443,-8.484793663319746,-5.941423132719478,1.765148614022337,-7.234184230607359,75.30667438097399,-12.07830265099927,-10.274330810796982,-5.846989920734137,-13.467115837849313,-8.362737397405008,-10.634802701163197,-14.199813619758658,,,-5.58049259514924,-4.43994904626736,-4.676856788127609,-7.139237358976985,-6.750362872348527,-5.636461975173414,-6.426319738453153,-6.742500295933333,-2.5430896233333327,-2.924690942566662,-6.490542186209974,-0.9913392005986648,-60.34184262313825,,,,,,,,,
,,,% of Revenue International,-4.582897202754857,,,,,,,,,,,,,,-4.174621212910799,-3.119794706168543,-1.066418379839126,0.11363612743792442,-0.9928993655165619,0.8329839054900269,-2.4904580881000316,-1.4575268090571007,-0.49742469280562013,-1.8757193935194554,-0.651239057649785,-1.0220757481919944,-0.07989138291044005,,,-8.034623018362463,-2.6163117767529847,-2.149392322489999,-9.450101239981388,-4.231664491341232,-2.3568002990883175,-4.657940859921127,-5.050035672680217,-0.53186876182847,-0.6317705165967518,-3.736209144715533,-0.10724063287148657,-1.8614515761363157,,,,,,,,,
,,,Exception Item,0,,,,,,,,,,,,,,0,0,0,0,0,43.235,0,0,0,0,0,0,0,,,0,0,0,0,0,43.235,0,0,0,0,0,0,43.235,,,,,,,,,
,,,Xyne Acqui Hire,0,,,,,,,,,,,,,,0,0,0,0,0,43.235,0,0,0,0,0,0,0,,,0,0,0,0,0,43.235,0,0,0,0,0,0,43.235,,,,,,,,,
,,,Ebitda Post Exception Item,-7.23858673617667,,,,,,,,,,,,,,-9.878414475047448,-7.626222252065983,-5.650893282457233,3.1541452850893066,-4.199499353682332,39.0774604222875,-0.8454978940896893,-0.1610280587376991,9.401127098553525,-0.10845963642718459,1.0648653668939172,6.943126705876685,74.40570992619334,,,8.596948302574171,7.629827815394018,7.208596262712585,2.3478154527959347,2.5232950884486254,-39.14843330494107,-2.5002782180908776,-3.7075614122712395,5.751011724899468,3.2418568814133346,-10.400744983398429,4.1195016661368005,-16.93816472432667,,,,,,,,,
,,,% of Revenue,-0.13033628566491862,,,,,,,,,,,,,,-0.18601892899398167,-0.13635130620953093,-0.09118717879500564,0.04130968927318749,-0.05951906414530119,0.24605729641667512,-0.011001360649115262,-0.0020764054165386767,0.10533328173788156,-0.0012628449334686606,0.011910595052554403,0.07196671683174284,0.07499410366404421,,,0.17644731066527808,0.15023022640585318,0.1428506620158358,0.044163627295119356,0.0466173481242055,-0.6672021094836049,-0.04649323832476332,-0.07159057157944278,0.0952640784957976,0.05378790780753892,-0.19297298662607829,0.061078765638964395,-0.025629455936584906,,,,,,,,,
